UserName;Date;Favorites;Retweets;Text
nicholaswatt;Fri Apr 10 13:11:22 CEST 2015;1;3;Thanks to clever @mudchute see how to bottle feed a lamb unlike @David_Cameron who bottle fed at wrong angle http://bbc.in/1H9bBD4 
Gary_Powell123;Fri Apr 10 13:11:17 CEST 2015;0;0;@David_Cameron Maybe they could help in a food bank, you and your party have created enough of them!
cheekyricardo;Fri Apr 10 13:11:13 CEST 2015;0;0;@David_Cameron what is your policy on Ollie Murs? I have to say, this is a deal-breaker for me.
MerseyNorthBM;Fri Apr 10 13:11:03 CEST 2015;2;2;@SLH_Julie @David_Cameron The harm @EricPickles has done to ppl on council tax support 4 one example means he clueless about consequences
Rich_VIPCom;Fri Apr 10 13:10:49 CEST 2015;0;0;@David_Cameron easy offer to make when business is footing the bill, great cause agreed but should be government funded not business!
MadPunyGoddess;Fri Apr 10 13:10:40 CEST 2015;3;3;Pity the banks haven't taken up your idea and given back all the money they stole from us @David_Cameron Oh, and your tax dodging mates!!!
cliphkg;Fri Apr 10 13:10:19 CEST 2015;0;0;“ @LeftFootFwd: @David_Cameron has admitted he is a #Marxist, writes @J_Bloodworth: http://leftfootforward.org/2015/04/david-cameron-comes-clean-hes-secretly-a-marxist/ …” look at this featureless tart.
Stephen_Gash;Fri Apr 10 13:09:26 CEST 2015;1;2;@David_Cameron @George_Osborne @Ed @Ed_Miliband @nick_clegg Those who stole Monmouthshire from England are similarly cursed. It is done.
SLH_Julie;Fri Apr 10 13:08:59 CEST 2015;3;3;@David_Cameron instead of getting people to volunteer - if the work is there to do wouldn't it be best employing people to do it & pay tax??
matthewperry90;Fri Apr 10 13:08:55 CEST 2015;1;0;@David_Cameron how about you volunteer to fight hungry tigers in the wild?
hauxwellbaldwin;Fri Apr 10 13:08:35 CEST 2015;0;0;@David_Cameron: "We believe in giving people the chance to give back" - I wonder if he's talking about rich people and tax? Nah...
lesmorg6;Fri Apr 10 13:08:33 CEST 2015;0;0;@David_Cameron @johnnymercer81 Getting desperate Dave? Making it up as you go along now? C'mon, admit it!!
Stephen_Gash;Fri Apr 10 13:08:11 CEST 2015;0;1;@David_Cameron @George_Osborne @Ed- @Ed_Miliband @nick_clegg Those promoting transfer of parts England to Wales & Scotland are cursed.
oohincensed;Fri Apr 10 13:08:04 CEST 2015;0;0;@SneakersIsBible @David_Cameron Fallon says no evidence>the party line> go green>get rid of this green crap pic.twitter.com/Wil2erCO9b
Ianmac5Ian;Fri Apr 10 13:07:49 CEST 2015;0;0;@David_Cameron Help for rail passengers just before the #GE15 what can you be up to ? #torylies
SLH_Julie;Fri Apr 10 13:07:41 CEST 2015;1;0;@David_Cameron how will this not cost anything? Has Eric Pickles not had Media training - came across as clueless!!!
politicshome;Fri Apr 10 13:07:39 CEST 2015;4;8;. @David_Cameron and @Conservatives campaign are 'panicked' and 'desperate', says @Ed_Miliband: http://polho.me/1GwxSLW  pic.twitter.com/Y4A3b6wHNx
Chris_Lamb;Fri Apr 10 13:06:51 CEST 2015;1;0;@David_Cameron is 'giving' the only way you might balance the books? Quite pathetic.
JessicaGG25;Fri Apr 10 13:06:43 CEST 2015;0;0;@SayMwah @johnmknox @2tweetaboutit @David_Cameron Sounds like he's on board with the Obama Doctrine. Never a good place to be.
PaulineMBarten;Fri Apr 10 13:06:02 CEST 2015;0;0;@SarahChampionMP @emmajackson2010 @David_Cameron It is, but my letter from the Home Office in 2002 about organised child abuse was very bad.
profbarrydoyle;Fri Apr 10 13:05:50 CEST 2015;0;1;Did you know the salary of the PM @David_Cameron is greater than that of the French President @fhollande I wonder why?
robfarrington;Fri Apr 10 13:05:29 CEST 2015;1;0;@antonnewcombe @David_Cameron real world?
danielharvey9;Fri Apr 10 13:05:17 CEST 2015;0;0;@David_Cameron back stabbing lessons perhaps? Or how to run political smear campaigns in 3 easy steps?
LDNCalling;Fri Apr 10 13:04:58 CEST 2015;3;1;@David_Cameron Can you volunteer to go down the pub ??
PITCHSYMPHONY;Fri Apr 10 13:04:47 CEST 2015;0;0;@David_Cameron @PeterNorthDevon Frack off,they'll be digging under yours next .
AngryBritain;Fri Apr 10 13:04:14 CEST 2015;0;0;. @David_Cameron I thought that was called 'the Benefits System' Dave?
colinsp;Fri Apr 10 13:04:11 CEST 2015;0;0;@David_Cameron Actually Mr. Cameron, You believe in taking from people...starting with their dignity.
SneakersIsBible;Fri Apr 10 13:04:09 CEST 2015;2;4;Yet again you're proven to be a liar @David_Cameron #Fracking is a danger and you know it! #noMoreLies https://twitter.com/oohincensed/status/586484153618673664 …
_Brewer_;Fri Apr 10 13:03:56 CEST 2015;1;0;@David_Cameron @Conservatives is this Scouting if so can you make this a 10 day summer camp?
cabaretkathryn;Fri Apr 10 13:03:53 CEST 2015;0;0;@David_Cameron what happens to those of us who want to work who can't because of debilitating pain and illness
Mazzzer89;Fri Apr 10 13:03:36 CEST 2015;1;0;@David_Cameron I've been volunteering 3 days a week since I was 10. Just back from a year volunteering in Kenya...Back pay for me ? :]
ElinHeron;Fri Apr 10 13:03:10 CEST 2015;0;0;@David_Cameron There are many of us who make the time to volunteer anyway. Surely the idea is to give your time for free or am I wrong?
prinnychants;Fri Apr 10 13:03:09 CEST 2015;1;0;@David_Cameron great news for our unions then right? ok Cameron wheres the small print? Show us now we'll find it soon enough #VoteLabour
MrsHudsonsHair;Fri Apr 10 13:02:51 CEST 2015;2;0;@David_Cameron Wow!! A whole three days!! That's almost a week!!
PATSTONE55;Fri Apr 10 13:02:28 CEST 2015;3;0;@David_Cameron This is a spoof account, right?
smile_of_decade;Fri Apr 10 13:02:26 CEST 2015;2;6;. @David_Cameron give back the DLA to wheelchair using very sick child then... you benefit fraudster pic.twitter.com/0blTo8ZGQa
piss_wizard;Fri Apr 10 13:01:15 CEST 2015;13;2;could we just have a living wage instead @David_Cameron
GMB_CroydonNHS;Fri Apr 10 13:01:04 CEST 2015;1;0;. @CCHQPress Care to share what the Lib Dem list for @David_Cameron was after the last election? @Ed_Miliband
ncguk;Fri Apr 10 13:00:53 CEST 2015;5;0;Remember that time @David_Cameron had sex with Rebekah Brooks’s horse on @rupertmurdoch’s face? Now that was a scandal.
David_Cameron;Fri Apr 10 13:00:41 CEST 2015;237;219;We believe in giving people the chance to give back - so we're offering 15m people the opportunity of 3 days paid leave for #volunteering.
Conservatives;Fri Apr 10 13:00:20 CEST 2015;10;20;. @David_Cameron introduces our YouTube playlist, which explains how the #Conservative plan secures a better future: https://www.youtube.com/watch?v=ph9gbALVMG8&feature=youtu.be&list=PL8mtyr3hzBKvxcAtAw_koiAS3bOlynWJ6 …
rodgers_fred;Fri Apr 10 12:58:03 CEST 2015;4;7;Why do the 386 accounts @David_Cameron is following include @DavidMilliband, @MarkReckless, @DouglasCarswell and @rollsroycecars? #GE15
VillageVoice1;Fri Apr 10 12:57:47 CEST 2015;0;0;MINISTRY of ALARM CLOCK BRITAIN: just awoke after a glorious morning's sleep, just drawing curtains now. Firmly recommend it @David_Cameron
Janaye_Gyimah;Fri Apr 10 12:57:15 CEST 2015;0;0;140 characters just wasn't enough to express my exasperation. @pauljholmes @nick_Clegg @David_Cameron @Ed_Miliband pic.twitter.com/hV8eCeAVCw
Bivi_17;Fri Apr 10 12:54:39 CEST 2015;0;0;Message from #Yarmouk #Yarmouk_Will_Not_Fall http://twitter.com/UpdatePalestine/status/584673510200606720/photo/1pic.twitter.com/WBRP69CbWh  @BarackObama @fhollande @David_Cameron @AmbassadorRice @AmbassadorPower
PeterNorthDevon;Fri Apr 10 12:50:39 CEST 2015;3;4;PM @David_Cameron hard at work for my election campaign this morning! #ndevon #Barnstaple pic.twitter.com/tVJQY4O1Ry
SebWrites;Fri Apr 10 12:50:09 CEST 2015;1;1;#Politics @David_Cameron "We'll protect Green Spaces." This from the same party, which tried to sell our forests! http://bbc.in/1FNDpJT 
FordingtonField;Fri Apr 10 12:47:22 CEST 2015;0;1;Dear @David_Cameron , please ask Michael Forlorn-Hope how this all ended with dear old Maggie and your party - Et tu pic.twitter.com/3nWja39CAg
TjHyam1;Fri Apr 10 12:46:14 CEST 2015;1;0;@SamTithecott @David_Cameron few lagers
smile_of_decade;Fri Apr 10 12:43:21 CEST 2015;0;0;Never forget that primarily @David_Cameron came from rich tax avoiding privilege, through to being an average PR man and very little else.
Mick_Peel;Fri Apr 10 12:42:09 CEST 2015;0;0;@URESG76 @David_Cameron @Conservatives US-style electoral hype doesn't fit well with Westminster system of government (+ public apathy).
alibali50;Fri Apr 10 12:41:39 CEST 2015;0;1;@KarenDickman @David_Cameron @IainDunkinSmith already have more "help and support" from him than we want or need ! #lethal
PeterNorthDevon;Fri Apr 10 12:41:10 CEST 2015;3;3;With @David_Cameron at #ndevon Conservative office this morning. First visit by the PM since nominations closed. pic.twitter.com/LyKZHmqDf7
TartanTories;Fri Apr 10 12:40:18 CEST 2015;1;1;@WingsSwindon @David_Wilson_80 @DodieGale who's who? Lol @David_Cameron & @AlexSalmond same old ....
vsb69;Fri Apr 10 12:38:46 CEST 2015;0;2;The simple question why @David_Cameron ? http://www.dailymail.co.uk/femail/article-3032868/Snatched-loving-family-handed-strangers-Sophia-adored-baby-devoted-mother-besotted-grandparents-social-workers-took-extraordinary-decision.html … @calamiTcat @prcfry
davidrobbo66;Fri Apr 10 12:35:24 CEST 2015;0;0;Also @Jeremy_Hunt; @David_Cameron couldn't negotiate his way out of a wet paper bag when it comes to the EU. He's completely isolated.
PeterNorthDevon;Fri Apr 10 12:33:48 CEST 2015;6;9;You never know who might stop for a chat over breakfast at Tea by the Taw. @David_Cameron #Barnstaple #ndevon pic.twitter.com/1w0uMyy9qE
Finlaysonauthor;Fri Apr 10 12:33:35 CEST 2015;0;0;For @David_Cameron and @NickyMorgan01 https://disidealist.wordpress.com/2015/04/08/mediocre-failures/ …
Syed_Emir;Fri Apr 10 12:33:22 CEST 2015;0;0;and on the other side of the Anglosphere, I'm feeling pretty positive that @David_Cameron and the Tories are set to win another term.
ShaneyMR;Fri Apr 10 12:33:05 CEST 2015;0;0;@David_Cameron @89Taylor It won't happen. You've had five years to do this. You don't care about the working man DC
no2dicktater;Fri Apr 10 12:32:49 CEST 2015;1;0;@andy_s_64 @raymondonia So much for @George_Osborne and @David_Cameron and their great plan http://www.theguardian.com/business/blog/live/2015/apr/10/warning-for-pound-ahead-of-uk-industrial-production-data-business-live … fucking inept arroghant
KarenDickman;Fri Apr 10 12:32:33 CEST 2015;0;0;#GE2015 suggest @David_Cameron his 3 day volunteering helping people with disabilities.#
isabelpalleja;Fri Apr 10 12:32:06 CEST 2015;1;0;@JordiBailach @aciprensa @David_Cameron. Alguns polítics haurien de prendre exemple. A vegades es tenen que comprometre amb els que pateixen
patbarker10;Fri Apr 10 12:31:09 CEST 2015;0;0;@David_Cameron @northdevon24 really good to meet the PM again wants to bring family to surf ND fab beach's
URESG76;Fri Apr 10 12:31:03 CEST 2015;1;1;@Mick_Peel @David_Cameron @Conservatives Sad to see that British politics is becoming a combination of 1970s TV game show and a works outing
mjknight0380;Fri Apr 10 12:30:02 CEST 2015;0;0;@Conservatives Verdict on coalition- country is still here and starting to recover. @David_Cameron @nick_clegg overcame diff for good of all
SamTithecott;Fri Apr 10 12:29:14 CEST 2015;1;1;@David_Cameron never thought I'd tweet you, but I'm in Bideford. You popping round? Kettles on. Tea or Coffee sort'a bloke? #conservative
yazmiller;Fri Apr 10 12:29:07 CEST 2015;0;1;@David_Cameron @Ed_Miliband Only psychopaths would Breath in Today`s Pollution and say Lets Drill Oil In The New Kent #oil find.
DiogoV121;Fri Apr 10 12:29:06 CEST 2015;1;0;@PSLA_Princess99 @David_Cameron
PeterNorthDevon;Fri Apr 10 12:26:16 CEST 2015;4;8;PM @David_Cameron in #Barnstaple #ndevon this morning. A huge boost for the town & my election campaign. pic.twitter.com/VBvKxRysHo
donie;Fri Apr 10 12:25:04 CEST 2015;0;1;Labour #GE2015 candidates tweet a lot more about @David_Cameron than they do about @Ed_Miliband https://medium.com/@Storyful/ge2015-candidates-sent-more-than-50-000-tweets-last-week-8154ee33991e …
Mick_Peel;Fri Apr 10 12:23:42 CEST 2015;0;0;TV and real spatial dimensions http://www.thepoke.co.uk/2015/04/10/zooming-david-cameron-photo-op/ … @David_Cameron @Conservatives pic.twitter.com/7VpX7FEUBM
garrysb;Fri Apr 10 12:22:37 CEST 2015;0;0;Please let the polls mean that we now have a positive campaign @David_Cameron . Lynton Crosby failing miserably.
Noddy_Holder;Fri Apr 10 12:22:08 CEST 2015;0;0;@RinseRuss @David_Cameron in effect versus inflation a freeze is equivalent to a drop
markhunter330;Fri Apr 10 12:21:28 CEST 2015;0;0;@David_Cameron manoeverism is the technical term for putting the frighteners on the Russians to see if they wobble!
SocialistAgenda;Fri Apr 10 12:19:10 CEST 2015;0;0;#CameronMustGO An Open Letter to The Conservatives @David_Cameron @George_Osborne @Conservatives http://huff.to/1ML7MbQ 
clontarf11;Fri Apr 10 12:18:51 CEST 2015;1;0;@David_Cameron @PeterNorthDevon They look as unimpressed by your performance as the country is with your job performance
ianrmayer;Fri Apr 10 12:17:16 CEST 2015;0;0;Trust is built on telling the truth, not telling people what they want to hear. #election #truth @David_Cameron @nick_clegg @Ed_Miliband
majid24032971;Fri Apr 10 12:15:51 CEST 2015;0;0;@David_Cameron great man we all miss you with Tony greg........
whatcareerlive;Fri Apr 10 12:15:46 CEST 2015;0;0;@WhitbreadPLC @David_Cameron What Career Live supporting your attraction and recruitment needs - http://www.whatcareerlive.co.uk  #schoolleavers
JonnyDymond;Fri Apr 10 12:14:10 CEST 2015;7;7;. @David_Cameron arrives at Age UK in Plymouth to see volunteering in action. pic.twitter.com/wxSPXQVhIt
TeamLeader2020;Fri Apr 10 12:13:43 CEST 2015;0;0;This goes against everything @David_Cameron and @Conservatives have been saying and will blow a hole in their story. https://twitter.com/LSEpoliticsblog/status/586471731218489344 …
WellbeingWinnie;Fri Apr 10 12:13:38 CEST 2015;0;0;I love that @David_Cameron is on #twitter!
iainh;Fri Apr 10 12:13:35 CEST 2015;1;0;@David_Cameron Let me guess. You plan to destroy it.
JohnnyMercerMP;Fri Apr 10 12:12:56 CEST 2015;3;1;85% of UK students will vote, @David_Cameron tops the poll as the most popular in both England and Scotland #GE2015 http://bit.ly/1JvlUkc 
probableroller;Fri Apr 10 12:12:30 CEST 2015;0;0;@David_Cameron @PeterNorthDevon http://www.theguardian.com/politics/2015/apr/10/ed-miliband-politician-genitals-shocker-daily-mail-labour-love-life … So Milliband had a girlfriend previously. Shocking. Did you have a boyfriend at Eton
K_Rudiger;Fri Apr 10 12:11:00 CEST 2015;7;6;and here is the full @CIPD response to @David_Cameron announcement on employer supported volunteering: http://www.cipd.co.uk/pressoffice/press-releases/vounteering-benefits-100415.aspx … @Cheese_Peter
chesterwriter;Fri Apr 10 12:10:37 CEST 2015;0;0;#Loser @David_Cameron resurrects the #concept of the #BigSociety with #employers #compelled to offer #workers extra #threedays. #BigMistake?
AmareshMisraFC;Fri Apr 10 12:09:24 CEST 2015;0;0;UK blocking release of CIA black site torture records http://www.news786.in/article.php?id=MTUzNDE= … … @David_Cameron @etominusipi @EtonOldBoys @mikeryan
1bunlady;Fri Apr 10 12:08:55 CEST 2015;0;0;@David_Cameron But freezing energy prices is wrong? Make up your mind
ShazM106;Fri Apr 10 12:07:49 CEST 2015;0;0;@David_Cameron if the Tory matriarch hadn't privatised them then we wouldn't had needed to freeze them. Have your mates agreed to this?
noseypeople2;Fri Apr 10 12:07:07 CEST 2015;0;0;@David_Cameron @PeterNorthDevon If Cameron goes into coalition with with Nick Clegg will they be adopting Cleggs wish 2 Legalisation drugs?
Mr_Wicked;Fri Apr 10 12:06:01 CEST 2015;0;0;@David_Cameron Ed's Rocky Red looks a tad rocky.He may heading for Downing Street but will he reach the R/L Range? http://bit.ly/1Cn2Tux 
NeilSBeck;Fri Apr 10 12:05:10 CEST 2015;0;0;@David_Cameron Is it Big Society if you have to be paid to volunteer, wouldn't expect MP to believe anyone would do something for nothing!
StreetSnails;Fri Apr 10 12:04:02 CEST 2015;1;0;@David_Cameron pic.twitter.com/veEEXKxoQi
UK_NTD;Fri Apr 10 12:03:54 CEST 2015;2;7;We call upon @David_Cameron @pmharper @BarackObama @Angie_Merkel to further commit to the fight against #NTDs. http://bit.ly/1FYDfj5 
cjball_london;Fri Apr 10 12:03:19 CEST 2015;2;1;. @David_Cameron Jeez 'Dave' you really do think we 'plebs' are stupid don't ya sonny!
K_Rudiger;Fri Apr 10 12:01:54 CEST 2015;5;9;. @Cheese_Peter commenting on @David_Cameron announcement on volunteering: http://bit.ly/1NYiVBn  here @CIPD research:http://bit.ly/1GS5xON 
AnAltView;Fri Apr 10 12:00:56 CEST 2015;0;0;@David_Cameron @PeterNorthDevon Failing PM learning Origami as paper folding and envelope stuffing is his new career!
markhunter330;Fri Apr 10 12:00:49 CEST 2015;0;0;@David_Cameron #Ukraine manoeverism puts our troops on rebel flanks and rear to weaken resolve of Russian attacks from Donetsk. Globalise!
NeilSBeck;Fri Apr 10 12:00:17 CEST 2015;0;0;@David_Cameron How many more public sector employees to audit that companies are following the rules? It is my money you are spending!
forumeditor;Fri Apr 10 11:59:54 CEST 2015;0;2;. @David_Cameron have you nothing to say about the elephant in the room during your election campaign: MPs/Lords' #childsexabuse ?
TheDanWatson;Fri Apr 10 11:59:22 CEST 2015;0;0;@David_Cameron @PeterNorthDevon That garden poster above your head looks like a guillotine.
xxxbarbxxx81;Fri Apr 10 11:58:07 CEST 2015;1;0;@David_Cameron @PeterNorthDevon might as well put them straight in the recycling bin - cut out the middle man!
ymuhammadc;Fri Apr 10 11:57:47 CEST 2015;0;0;NONE IS GOD EXCEPT ALLAH. Muhammad is a Messenger of Allah. Best Wishes. #Islam #Teamjesus @David_Cameron #v10 #1
scribbledubious;Fri Apr 10 11:57:42 CEST 2015;0;0;@David_Cameron @Conservatives the fact that you feel the need to clearly shows that competition hasn't made it cheaper for the consumer
RealandIllusory;Fri Apr 10 11:57:37 CEST 2015;0;1;@David_Cameron @PeterNorthDevon Does the plan involve arresting #EstablishmentPaedophiles & condemning Israel's war crimes in #Gaza?
qeensdale;Fri Apr 10 11:56:28 CEST 2015;1;0;@David_Cameron Bollocks and you know it is have you been talking to Crap Shapps Dave? sounds like it.
Watching_events;Fri Apr 10 11:56:18 CEST 2015;1;0;@David_Cameron @PeterNorthDevon Taking all your concentration to fold a piece of paper there.
MibIH;Fri Apr 10 11:55:55 CEST 2015;1;1;@David_Cameron @PeterNorthDevon Let me guess - no policies but lots of childish name calling towards Miliband, right?
ExeEducation;Fri Apr 10 11:55:08 CEST 2015;3;0;. @David_Cameron if you are in exeter today do pop in to @UniofExeter to talk to us about your HE policies. Interested to hear your thoughts
NeilSBeck;Fri Apr 10 11:55:07 CEST 2015;0;0;@David_Cameron How many more public sector employees needed to cover for the volunteers? Didn't you say you knew it was my money?
farq_k;Fri Apr 10 11:54:33 CEST 2015;7;0;@David_Cameron @PeterNorthDevon we are supporting miliband..
David_Cameron;Fri Apr 10 11:53:47 CEST 2015;98;61;Helping prepare campaign leaflets for @PeterNorthDevon. Peter and his team a great plan for this area. pic.twitter.com/kQgd7Qg2OT
michaelb4348;Fri Apr 10 11:53:07 CEST 2015;0;0;My response to you lot @NatWestComm @David_Cameron @rustyrockets pic.twitter.com/sfWI6S9lxI
50plusblogger;Fri Apr 10 11:52:27 CEST 2015;0;0;The reality for far too many workers on a #zerohourscontract. @David_Cameron @Ed_Miliband @ThompsonsLaw https://twitter.com/unisontweets/status/584625307988164609 …
Cumpedelibero;Fri Apr 10 11:52:07 CEST 2015;0;0;@David_Cameron it's because you think you might lose and hope that selfish interests will make people vote for you when insulting Ed fails
mdbiyani;Fri Apr 10 11:51:05 CEST 2015;0;0;@BBCHindi jealous nation speaking @David_Cameron & ur MSM learn to take it on chin u British are a lost nation stop teaching to Indians LOL
L0ndonBusDriver;Fri Apr 10 11:50:55 CEST 2015;0;0;If you really can do that well you got my vote #floatingVoter @David_Cameron It's because our long-term ... http://tmi.me/1f2H8b 
IPSEwestminster;Fri Apr 10 11:50:08 CEST 2015;0;0;. @David_Cameron pledges paid time off for volunteers via @Anthony_Bonnici http://tinyurl.com/kljavbu 
egreen20;Fri Apr 10 11:48:04 CEST 2015;1;0;@blew2196 @David_Cameron bad thing about lab is opens door for coalition with snp
mjb222;Fri Apr 10 11:48:00 CEST 2015;0;0;@David_Cameron @Conservatives You pilloried Labour for suggesting energy price freezes but somehow rail is alright?! Just a gimmick.
lmeadowfarmshop;Fri Apr 10 11:46:16 CEST 2015;0;3;Great to see @David_Cameron in Barnstaple this morning @PeterNorthDevon @northdevontory
UKTransInfo;Fri Apr 10 11:45:48 CEST 2015;0;0;@david_cameron Will you show your support for non-binary rights by making our pledge? http://ppc.uktrans.info/pledge.php?id=566 …
ROGERCHAPMAN1;Fri Apr 10 11:44:33 CEST 2015;0;0;@David_Cameron Well David you need to pull a rabbit out a hat to win this.
NeilSBeck;Fri Apr 10 11:43:13 CEST 2015;0;0;Isn't @David_Cameron pitch that he get's business! Workers to get three days' paid volunteering leave!! http://ow.ly/Lqy3w 
morphbrady;Fri Apr 10 11:42:38 CEST 2015;2;0;@David_Cameron Free Sgt Blackman, support your Armed Forces Veterans, give troops in combat immunity from prosecution you would win election
suecartwright;Fri Apr 10 11:42:13 CEST 2015;0;2;A fantastic team! Proud to support @johnnymercer81 @David_Cameron @Conservatives making a difference #real #values https://twitter.com/johnnymercer81/status/585555272376135681 …
TonyJohnson36;Fri Apr 10 11:41:46 CEST 2015;0;2;@UKIP_Daily This man, @David_Cameron, has to go! May 7th get rid, vote for your local #Independent candidates! @TonyJohnson36 @AllianceGB
As_marius;Fri Apr 10 11:40:05 CEST 2015;0;0;@David_Cameron Easy trick you'll raise free tax allowance and you'll rise taxes so you wont loose anything on raised free allowance
1matthewplatt;Fri Apr 10 11:38:58 CEST 2015;29;28;My open letter to politicians about a working families struggles! @Ed_Miliband @David_Cameron @nick_clegg pic.twitter.com/QFrbDTEnMf
catemanby;Fri Apr 10 11:36:09 CEST 2015;0;0;Introduce a London #RentCap! Tell @David_Cameron & @MayorofLondon to stop rip-off rents. Sign & RT https://you.38degrees.org.uk/petitions/introduce-a-rent-cap-in-london?bucket=blast&source=twitter-share-button … via @38_degrees
mummygirl;Fri Apr 10 11:33:56 CEST 2015;0;0;@David_Cameron So pay will be low then for next five years. Deficit horror cometh!
RegressionSesh;Fri Apr 10 11:33:28 CEST 2015;6;7;Obama sure can can work a crowd! Even if @David_Cameron Number10gov did this it would still be so so cringe #jamacia pic.twitter.com/OAYWSWTXoq
BrusselsLout;Fri Apr 10 11:33:20 CEST 2015;2;1;. @David_Cameron Don't you mean freezing unregulated fares? What subliminal message are you trying to spin?
antonnewcombe;Fri Apr 10 11:29:11 CEST 2015;16;7;Your @David_Cameron Daily: (this one spotted in Wales by @emmaggarland Cardiff train station) pic.twitter.com/FDBHVMN9PX
Chez_Em;Fri Apr 10 11:28:56 CEST 2015;0;2;A democracy, apparently @PHammondMP @David_Cameron @FCOHumanRights @amnesty https://twitter.com/KenRoth/status/586458924318064640 …
Outoftweet123;Fri Apr 10 11:27:58 CEST 2015;1;3;@David_Cameron no train fare increases for 5 years just as you start spending £100bn on #hs2 - how can this possibly be funded? @afneil
grenjs;Fri Apr 10 11:26:18 CEST 2015;0;0;Too right. @David_Cameron @Conservatives https://twitter.com/AWyaed2/status/586459523822456832 …
antonnewcombe;Fri Apr 10 11:25:39 CEST 2015;16;7;Your @David_Cameron Daily: pic.twitter.com/dMq9SmlWBp
As_marius;Fri Apr 10 11:25:25 CEST 2015;0;0;@David_Cameron this is just (marketing trick) until people vote for you and you win, after winning its over plans never existed
curexcomplex;Fri Apr 10 11:24:49 CEST 2015;3;0;@billysubway @Rowenaaaaa @David_Cameron THIS! Well done on tweeting that while I'm stuck on a megabus
MartinPPorter;Fri Apr 10 11:24:16 CEST 2015;0;0;The @Conservatives have a brilliant YouTube Bot. I only put "Tool" into search and got @David_Cameron leering back! pic.twitter.com/Gfm8QpFYPL
pezzpops;Fri Apr 10 11:21:28 CEST 2015;0;0;@David_Cameron pls RT UK grandmother on deathrow facing execution in Indonesia Needs urgent help http://www.lindsaysandiford.org/  #justiceforlindsay
Davo_79;Fri Apr 10 11:20:32 CEST 2015;1;0;Why would a hospital cancel an appointment for today, 2 days ago and send a letter 2nd class meaning we still turned up @David_Cameron
joe_n1nety;Fri Apr 10 11:20:15 CEST 2015;1;1;. @wilde @johncarneyau @David_Cameron they did already. Bullingdon club initiation... George went back for seconds they say.
uabrahams;Fri Apr 10 11:19:33 CEST 2015;0;0;However, the case of these terrorists groups and Christian religion fanatics requires urgent action. @David_Cameron
adbennoEFC;Fri Apr 10 11:18:09 CEST 2015;3;0;Or rather it's because your campaign is in chaos, your Tory press have lost the plot & you're all fucking shitting yourselves @David_Cameron
BeckyTungate;Fri Apr 10 11:18:02 CEST 2015;0;0;Tried to book an emergency doctor's appt & the earliest I could get is 28th April! A&E might get a visit. @David_Cameron please sort this
As_marius;Fri Apr 10 11:16:56 CEST 2015;0;0;@David_Cameron if you send EU immigrant back who will pay for relocation, for houses they own, mortgages, loans, companies they own?
xxxbarbxxx81;Fri Apr 10 11:16:51 CEST 2015;0;1;@FordCarole @David_Cameron @WOWpetition the man who promised the end of punch& Judy politics!? Another promise broken!
wilde;Fri Apr 10 11:15:57 CEST 2015;1;0;@johncarneyau @joe_n1nety @David_Cameron That, too! *snork*
secretspartacus;Fri Apr 10 11:15:17 CEST 2015;0;2;Yesterday #Fallon, today #Pickles... who's next @David_Cameron? #CarCrashCampaign #GE2015
cjball_london;Fri Apr 10 11:14:38 CEST 2015;1;3;. @David_Cameron - as 'self styled' (cough) champion of disabled and carers - can you address election issue as to the further cuts we face?
teapotchapman;Fri Apr 10 11:14:27 CEST 2015;0;0;http://news.sky.com/story/1460170/boost-for-miliband-and-labour-in-new-polls … @UKLabour continue 2 set agenda @pabmanjo @itiddly direction of travel in @Ed_Miliband direction not @David_Cameron
PEOPLEpowerManc;Fri Apr 10 11:14:16 CEST 2015;4;3;David Cameron Truth Rap: https://youtu.be/XcWQTmS__Xs  Another fab parody from @Cassetteboy @David_Cameron #ToriesMustGo
mrbluesky1uk;Fri Apr 10 11:14:11 CEST 2015;0;0;@David_Cameron Your only policy is to attack Ed Miliband. People hate negative campaigning. chickening out of head to head debate coward
akbea;Fri Apr 10 11:14:06 CEST 2015;1;1;. @David_Cameron I'd rather be paid for the 70+ days voluntary overtime I already do, thanks, dishface. #welovetheNHS http://www.bbc.co.uk/news/election-2015-32243680 …
johncarneyau;Fri Apr 10 11:13:42 CEST 2015;1;0;@wilde @joe_n1nety @David_Cameron bugger :/
Tri4Kona2014;Fri Apr 10 11:13:08 CEST 2015;2;1;Pollution so bad today that kids on Easter hols warned not to do outdoor activities #disgrace @David_Cameron @MayorofLondon @CleanAirLondon
apostrophediva;Fri Apr 10 11:12:45 CEST 2015;0;0;@David_Cameron @Conservatives as opposed to the CHAOS of rail travel under Labour? C'mon, you're forgetting some of the keywords!
nathanstimpson;Fri Apr 10 11:12:30 CEST 2015;0;0;@BobJBlizzard @peter_aldous @David_Cameron please read my last 3 tweets. I honestly feel that way. People aren't healthy. What can be done?
blew2196;Fri Apr 10 11:11:20 CEST 2015;1;0;@David_Cameron @egreen20 sounds a bit of a desperate move, why would he only say that now
niborder;Fri Apr 10 11:09:03 CEST 2015;0;0;So @David_Cameron wheels out the "big society" again and to make it work you get paid for doing it, makes sense or should I say nonsense
ithinktoomuch89;Fri Apr 10 11:08:58 CEST 2015;0;0;So, to be clear, when @UKLabour propose price freezes, it's Marxism, but when @David_Cameron does it, it's good, sound policy? #GE2015
